sym_i,anchor,minute,raw_score,cal_score,rv30,comb,side,fired,symbol
7.0,1788444000000.0,30.0,0.49889963715523294,0.46971854123316176,10.886579807763274,0.6044907407407407,-1.0,0.0,LINKUSDT
8.0,1788444000000.0,30.0,0.49889963715523294,0.46971854123316176,11.47041793085536,0.6160532407407407,-1.0,0.0,SOLUSDT
9.0,1788444000000.0,30.0,0.49889963715523294,0.46971854123316176,12.403968798250988,0.6309375,-1.0,0.0,XRPUSDT
0.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,15.877205167075271,0.7937731481481481,1.0,0.0,ADAUSDT
1.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,11.707088708187534,0.7493634259259259,1.0,0.0,AVAXUSDT
2.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,8.365270842859697,0.6665470679012346,1.0,0.0,BNBUSDT
3.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,11.366406769671965,0.7437692901234567,1.0,0.0,BTCUSDT
4.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,24.137608289784602,0.8157484567901234,1.0,0.0,DOGEUSDT
5.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,13.338146663814998,0.772554012345679,1.0,0.0,DOTUSDT
6.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,15.671869098842132,0.792554012345679,1.0,0.0,ETHUSDT
7.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,19.775337928842696,0.8090817901234568,1.0,0.0,LINKUSDT
8.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,19.320879926280533,0.8078896604938272,1.0,0.0,SOLUSDT
9.0,1788444000000.0,60.0,0.501465595807635,0.4990528060620412,23.92150002286471,0.8155787037037037,1.0,0.0,XRPUSDT
0.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,16.14122267906032,0.8232253086419753,1.0,0.0,ADAUSDT
1.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,10.743510417047798,0.7586496913580247,1.0,0.0,AVAXUSDT
2.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,8.523249028680322,0.7001041666666666,1.0,0.0,BNBUSDT
3.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,9.329962709187313,0.7241820987654322,1.0,0.0,BTCUSDT
4.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,19.056346284337398,0.8353356481481482,1.0,0.0,DOGEUSDT
5.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,10.657307339321058,0.7565393518518518,1.0,0.0,DOTUSDT
6.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,12.10231007329844,0.7840509259259258,1.0,0.0,ETHUSDT
7.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,12.431580213396527,0.7889236111111111,1.0,0.0,LINKUSDT
8.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,15.355987882741845,0.8186458333333333,1.0,0.0,SOLUSDT
9.0,1788444000000.0,120.0,0.5016148382011603,0.5000621195179525,19.408221993253292,0.8361574074074074,1.0,0.0,XRPUSDT
0.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,11.338676597280894,0.6957561728395062,1.0,0.0,ADAUSDT
1.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,5.113297552747351,0.4678819444444445,1.0,0.0,AVAXUSDT
2.0,1788444000000.0,240.0,0.5012134345565832,0.5250395361096468,3.2023872369745683,0.34492283950617286,1.0,0.0,BNBUSDT
